from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
9022003705003001,9022003705003012,1,,33010000131385745,33010000131319578
9022003705003001,9022003705003006,1,,33010000131385745,33010000137480683
9022003705003001,9022003705003006,1,,33010000131386277,33010000137479063
9022003705003001,9022003705003012,1,,33010000131386277,33010000137555814
9022003705003001,9022003705003012,1,,33010000131388453,33010000131314123
9022003705003001,9022003705003006,1,,33010000131388453,33010000137477749
9022003705003001,9022003705003006,1,,33010000131383617,33010000137478771
9022003705003001,9022003705003012,1,,33010000131383617,33010000137557460
9022003705003001,9022003705003012,1,,33010000131387341,33010000131313634
9022003705003001,9022003705003012,1,,33010000131382553,33010000131311026
9022003705003001,9022003705003007,1,,33010000131383351,33010000137482273
9022003705003001,9022003705003012,1,,33010000131383351,33010000137557296
9022003705003001,9022003705003012,1,,33010000131383883,33010000137556312
9022003705003001,9022003705003012,1,,33010000131386011,33010000137555984
9022003705003001,9022003705003012,1,,33010000131386543,33010000131313145
9022003705003001,9022003705003012,1,,33010000131386809,33010000131313308
9022003705003001,9022003705003006,1,,33010000131386809,33010000137479209
9022003705003001,9022003705003012,1,,33010000131387075,33010000131313471
9022003705003001,9022003705003006,1,,33010000131387607,33010000137479355
9022003705003001,9022003705003012,1,,33010000131387607,33010000137555648
9022003705003001,9022003705003006,1,,33010000133270840,33010000137479501
9022003705003001,9022003705003012,1,,33010000133273063,33010000137554978
9022003705003001,9022003705003006,1,,33010000133275546,33010000137477895
9022003705003001,9022003705003012,1,,33010000137580201,33010000131311352
9022003705003001,9022003705003006,1,,33010000137580201,33010000137478625
9022003705003001,9022003705003012,1,,33010000137580350,33010000131314123
9022003705003001,9022003705003006,1,,33010000137580350,33010000137477749
9022003705003001,9022003705003012,1,,33010000129741873,33010000131314123
9022003705003001,9022003705003010,1,,33010000129741873,33010000131383883
9022003705003001,9022003705003008,1,,33010000129741873,33010000131398893
9022003705003001,9022003705003003,1,,33010000129741873,33010000131418843
9022003705003001,9022003705003006,1,,33010000129741873,33010000137477749
9022003705003001,9022003705003010,1,,33010000129742501,33010000131383617
9022003705003001,9022003705003008,1,,33010000129742501,33010000131398213
9022003705003001,9022003705003003,1,,33010000129742501,33010000131418323
9022003705003001,9022003705003007,1,,33010000129742501,33010000137482273
9022003705003001,9022003705003012,1,,33010000129742501,33010000137557296
9022003705003001,9022003705003012,1,,33010000129742696,33010000131311189
9022003705003001,9022003705003010,1,,33010000129742696,33010000131383085
9022003705003001,9022003705003008,1,,33010000129742696,33010000131397677
9022003705003001,9022003705003003,1,,33010000129742696,33010000131417803
9022003705003001,9022003705003007,1,,33010000129742696,33010000137482408
9022003705003001,9022003705003010,1,,33010000129742081,33010000131384149
9022003705003001,9022003705003003,1,,33010000129742081,33010000131419103
9022003705003001,9022003705003006,1,,33010000129742081,33010000137477895
9022003705003001,9022003705003012,1,,33010000129742081,33010000137556476
9022003705003001,9022003705003012,1,,33010000130068775,33010000131317594
9022003705003001,9022003705003010,1,,33010000130068775,33010000131388719
9022003705003001,9022003705003003,1,,33010000130068775,33010000131413113
9022003705003001,9022003705003012,1,,33010000130068988,33010000131316942
9022003705003001,9022003705003010,1,,33010000130068988,33010000131383883
9022003705003001,9022003705003006,1,,33010000130068988,33010000137479647
9022003705003001,9022003705003010,1,,33010000130068565,33010000131384681
9022003705003001,9022003705003003,1,,33010000130068565,33010000131419623
9022003705003001,9022003705003006,1,,33010000130068565,33010000137478041
9022003705003001,9022003705003012,1,,33010000130068565,33010000137556804
9022003705003001,9022003705003012,1,,33010000130068357,33010000131317268
9022003705003001,9022003705003010,1,,33010000130068357,33010000131384415
9022003705003001,9022003705003003,1,,33010000130068357,33010000131419363
9022003705003001,9022003705003006,1,,33010000130068357,33010000137479793
9022003705003001,9022003705003012,1,,33010000130068357,33010000137556640
9022003705003001,9022003705003003,1,,33010000130071123,33010000131416505
9022003705003001,9022003705003006,1,,33010000130071123,33010000137479501
9022003705003001,9022003705003012,1,,33010000130071744,33010000131315280
9022003705003001,9022003705003010,1,,33010000130071744,33010000133270290
9022003705003001,9022003705003006,1,,33010000130071744,33010000137480377
9022003705003001,9022003705003012,1,,33010000130071951,33010000131315602
9022003705003001,9022003705003010,1,,33010000130071951,33010000133271390
9022003705003001,9022003705003006,1,,33010000130071951,33010000137480523
9022003705003001,9022003705003005,1,,33010000130069640,33010000133277064
9022003705003001,9022003705003003,1,,33010000130069848,33010000131417013
9022003705003001,9022003705003012,1,,33010000130070502,33010000131313471
9022003705003001,9022003705003010,1,,33010000130070502,33010000131387341
9022003705003001,9022003705003008,1,,33010000130070502,33010000131403449
9022003705003001,9022003705003003,1,,33010000130071330,33010000131416759
9022003705003001,9022003705003003,1,,33010000130070916,33010000131416251
9022003705003001,9022003705003005,1,,33010000130072785,33010000137580606
9022003719006002,9022003719006002,1,,33010000123770975,33010000137572527
9022003719007001,9022003719007006,1,,33010000136715057,33010000137569492
9022003719006002,9022003719006002,1,,33010000137575057,33010000136697417
9022003719006002,9022003719006002,1,,33010000137575200,33010000136697417
9022003719007001,9022003719007006,1,,33010000137575251,33010000136702157
9022003719007001,9022003719007006,1,,33010000137575480,33010000136702533
9022003719007001,9022003719007006,1,,33010000137575528,33010000136702627
9022003719007001,9022003719007006,1,,33010000137575576,33010000136702721
9022003719007001,9022003719007006,1,,33010000137575576,33010000136704558
9022003719007001,9022003719007006,1,,33010000137575674,33010000136702921
9022003719007001,9022003719007006,1,,33010000137575674,33010000136704465
9022003719006002,9022003719006002,1,,33010000137575969,33010000136697417
9022003719007001,9022003719007006,1,,33010000137576209,33010000137569975
9022003719007001,9022003719007006,1,,33010000136714053,33010000137569589
9022003719007001,9022003719007006,1,,33010000136714916,33010000137570371
9022003719007001,9022003719007006,1,,33010000136715104,33010000136702345
9022003719006002,9022003719006002,1,,33010000136715245,33010000136695198
9022003719007001,9022003719007006,1,,33010000137575335,33010000136702251
9022003719006002,9022003719006002,1,,33010000137575091,33010000137569138
9022003719006002,9022003719006002,1,,33010000137575091,33010000137569287
9022003719007001,9022003719007006,1,,33010000137575383,33010000136702345
9022003719007001,9022003719007006,1,,33010000137575758,33010000137570077
9022003719007001,9022003719007006,1,,33010000137575851,33010000137570077
9022003719006002,9022003719006002,1,,33010000137576548,33010000136697370
9022003719006001,9022003719006001,1,,33010000137572629,33010000137574538
9022003719006001,9022003719006001,1,,33010000137572527,33010000137573789
9022003719006001,9022003719006001,1,,33010000137572578,33010000126257179
9022003719006004,9022003719006001,1,,33010000137572009,33010000137573789
9022003719006004,9022003719006001,1,,33010000137572056,33010000126257117
9022003719006004,9022003719006001,1,,33010000137572103,33010000126257241
9022003719006002,9022003719006001,1,,33010000137572288,33010000136711228
9022003719006002,9022003719006001,1,,33010000137572334,33010000136711318
9022003719006002,9022003719006001,1,,33010000137572196,33010000137573867
9022003719006002,9022003719006001,1,,33010000137572242,33010000138178750
9022003760412001,9022003760412004,1,,33010000039036416,33010000136616145
9022003760412001,9022003760412002,1,,33010000039036416,33010000137565286
9022003760412001,9022003760412004,1,,33010000136699794,33010000137500364
9022003760412001,9022003760412004,1,,33010000136700126,33010000136616304
9022003719007001,9022003719007001,1,,33010000136700126,33010000136710598
9022003760412001,9022003760412004,1,,33010000136700279,33010000136616364
9022003719007001,9022003719007001,1,,33010000136700279,33010000137573332
9022003719007001,9022003719007001,1,,33010000137568931,33010000136711862
9022003760412001,9022003760412001,1,,33010000136699537,33010000137505604
9022003760412001,9022003760412004,1,,33010000136700075,33010000136616244
9022003719007001,9022003719007001,1,,33010000136700075,33010000136710508
9022003719007001,9022003719007001,1,,33010000136700177,33010000136710778
9022003719007001,9022003719007001,1,,33010000136700228,33010000137573242
9022003719007001,9022003719007001,1,,33010000136700330,33010000136710868
9022003719007001,9022003719007001,1,,33010000136700381,33010000137573867
9022003760412001,9022003760412004,1,,33010000137568532,33010000136616084
9022003719007001,9022003719007001,1,,33010000137568532,33010000137573530
9022003760412001,9022003760412002,1,,33010000137568583,33010000136692326
9022003760412001,9022003760412004,1,,33010000137568583,33010000137500299
9022003719007001,9022003719007001,1,,33010000137568583,33010000137573712
9022003760412001,9022003760412002,1,,33010000137568983,33010000137565585
9022003719007001,9022003719007001,1,,33010000137568983,33010000136711952
9022003760412001,9022003760412004,1,,33010000137568689,33010000137500115
9022003760412001,9022003760412004,1,,33010000137569049,33010000136616484
9022003719007001,9022003719007001,1,,33010000137569049,33010000138178750
9022003760412003,9022003760412004,1,,33010000136702345,33010000136616364
9022003760412003,9022003760412004,1,,33010000136703523,33010000137500364
9022003760412003,9022003760412004,1,,33010000136705353,33010000137500299
9022003760412003,9022003760412004,1,,33010000137569395,33010000136616304
9022003760412003,9022003760412004,1,,33010000137569685,33010000136616484
9022003760412003,9022003760412004,1,,33010000137570371,33010000136616244
9022003760153002,9022003760153002,1,,33010000137567447,33010000137509224
9022003760153002,9022003760153002,1,,33010000137567412,33010000137508884
9022003760153002,9022003760153002,1,,33010000137567503,33010000137508272
9022003780722001,9022003780722001,1,,33010000134879200,33010000138186547
9022003780722001,9022003780722001,1,,33010000134879470,33010000138186395
9022003780722001,9022003780722001,1,,33010000137565655,33010000138185383
9022003780722001,9022003780722001,1,,33010000137565763,33010000138185567
9022003780722001,9022003780722001,1,,33010000137565873,33010000138185797
9022003780722001,9022003780722001,1,,33010000137566035,33010000138186073
9022003780722001,9022003780722001,1,,33010000137565819,33010000138186823
9022003780722001,9022003780722001,1,,33010000137566089,33010000138186165
9022003780722001,9022003780722001,1,,33010000137565927,33010000138185889
9022003780722001,9022003780722001,1,,33010000137565709,33010000138185475
9022003780722001,9022003780722001,1,,33010000137565981,33010000138185981
9022003780722001,9022003780722001,1,,33010000137566145,33010000137615641
9022003760412006,9022003760412003,1,,33010000137565105,33010000136702345
9022003760412006,9022003760412003,1,,33010000136692515,33010000136705064
9022003760412006,9022003760412003,1,,33010000137565046,33010000137569395
9022003760412006,9022003760412003,1,,33010000137564987,33010000137570276
9022003781210001,9022003781210001,1,,33010000133259646,33010000131171355
9022003781210001,9022003781210001,1,,33010000133259163,33010000131167785
9022003781210001,9022003781210001,1,,33010000133259598,33010000131171039
9022003781210001,9022003781210001,1,,33010000133259116,33010000131167850
9022003781210001,9022003781210001,1,,33010000133259116,33010000131171592
9022003781210001,9022003781210001,1,,33010000133259223,33010000131167525
9022003781210001,9022003781210001,1,,33010000133259403,33010000131167655
9022003781210001,9022003781210001,1,,33010000133259614,33010000131171118
9022003781210001,9022003781210001,1,,33010000137563281,33010000131167720
9022003781210001,9022003781210001,1,,33010000137563281,33010000131171434
9022003730000001,9022003730000004,1,,33010000134951180,33010000131452319
9022003730000001,9022003730000004,1,,33010000134951369,33010000131452634
9022003730000001,9022003730000004,1,,33010000134951477,33010000131452760
9022003730000001,9022003730000004,1,,33010000134951504,33010000137607527
9022003730000001,9022003730000004,1,,33010000134951558,33010000131452886
9022003730000001,9022003730000004,1,,33010000134951612,33010000131453012
9022003730000001,9022003730000004,1,,33010000134951720,33010000131453264
9022003730000001,9022003730000004,1,,33010000134951234,33010000131452445
9022003730000001,9022003730000004,1,,33010000134951261,33010000131452508
9022003730000001,9022003730000004,1,,33010000134951396,33010000131489561
9022003730000001,9022003730000004,1,,33010000134951666,33010000131453138
9022003730000001,9022003730000004,1,,33010000134951693,33010000131453201
9022003730000001,9022003730000004,1,,33010000134951909,33010000131453705
